Psytrance,Psytrance,EDM,Trance,,,,,,,,,419,-
Punk Blues,Punk Bl~*es,Punk Rock,Punk,,,,,,,,,420,-
Purple Sound,Purple Sound,Dubstep,EDM,,,,,,,,,421,-
Rap Metal,Rap Metal,Alt Metal,Metal,,,,,,,,,422,-
Riot Grrrl,Riot Grrrl,Punk Rock,Punk,,,,,,,,,423,-
Rockabilly,Rockabilly,Rock & Roll,Rock,,,,,,,,,424,-
Romanticism,Romanticism,Western Classical,Classical,,,,,,,,,425,-
Samba,Samba,Brazilian Music,Regional Music,,,,,,,,,426,-
Sequencer & Tracker,Sequencer & Tracker,Bit Music,Electronic,,,,,,,,,427,-
Shoegaze,Shoegaze,Alt Rock,Rock,,,,,,,,,428,-
Skiffle,Skiffle,Contemporary Folk,Folk,,,,,,,,,429,-
Smooth Soul,Smooth Soul,R&B,Soul,,,,,,,,,430,-
Sonorism,Sonorism,Modern Classical,Classical,,,,,,,,,431,-
Southern African Music,Southern African Music,African Music,Regional Music,,,,,,,,,432,-
Southern Soul,Southern Soul,R&B,Soul,,,,,,,,,433,-
Space Age Pop,Space Age Pop,Easy Listening,Pop,,,,,,,,,434,-
Spaghetti Western,Spaghetti Western,Modern Classical,Classical,,,,,,,,,435,-
Spanish Music,Spanish Music,Hispanic Music,Regional Music,,,,,,,,,436,-
Speed Garage,Speed Garage,UK Garage,EDM,,,,,,,,,437,-
Spiritual Jazz,Spiritual Jazz,Avant-Garde Jazz,Jazz,,,,,,,,,438,-
Standards,Standards,Traditional Pop,Pop,,,,,,,,,439,-
Stoner Rock,Stoner Rock,Hard Rock,Rock,,,,,,,,,440,-
Surf Rock,Surf Rock,Surf,Rock,,,,,,,,,441,-
Swamp Rock,Swamp Rock,Roots Rock,Rock,,,,,,,,,442,-
Swing Revival,Sw~*ng Revival,Jazz,Swing,,,,,,,,,443,-
Symphonic Black Metal,Symphonic Black Metal,Black Metal,Metal,,,,,,,,,444,-
Symphonic Prog Rock,Symphonic Prog Rock,Prog Rock,Rock,,,,,,,,,445,-
Synth Funk,Synth Funk,R&B,Funk,,,,,,,,,446,-
Tech Trance,Tech Trance,EDM,Trance,,,,,,,,,447,-
Technical Death Metal,Technical Death Metal,Death Metal,Metal,,,,,,,,,448,-
Techstep,Techstep,Drum and Bass,EDM,,,,,,,,,449,-
Television Soundtrack,Television Soundtrack,Soundtrack,Descriptor Genres,,,,,,,,,450,-
Throat Singing,Throat Singing,Traditional Folk,Folk,,,,,,,,,451,-
Traditional Doom Metal,Traditional Doom Metal,Doom Metal,Metal,,,,,,,,,452,-
Tribal House,Tribal House,EDM,House,,,,,,,,,453,-
Trip Hop,Trip Hop,Downtempo,Electronic,,,,,,,,,454,-
Tropical House,Tropical House,EDM,House,,,,,,,,,455,-
Trot,Trot,East Asian Music,Regional Music,,,,,,,,,456,-
Twee Pop,Twee Pop,Indie Pop,Pop,,,,,,,,,457,-
Twerk,Twerk,Trap (EDM),EDM,,,,,,,,,458,-
UK Funky,UK F~*nky,UK Garage,EDM,,,,,,,,,459,-
UK Hard House,UK Hard House,EDM,House,,,,,,,,,460,-
Uplifting Trance,Uplifting Trance,EDM,Trance,,,,,,,,,461,-
Video Game Soundtrack,Video Game Soundtrack,Soundtrack,Descriptor Genres,,,,,,,,,462,-
Vocal Trance,Vocal Trance,EDM,Trance,,,,,,,,,463,-
West African Music,West African Music,African Music,Regional Music,,,,,,,,,464,-
Batucada,Batucada,Samba,Brazilian Music,Regional Music,,,,,,,,465,-
Beat Poetry,Beat Poetry,Spoken Word,Poetry,Descriptor Genres,,,,,,,,466,-
Blackgaze,Blackgaze,Atmospheric Black Metal,Black Metal,Metal,,,,,,,,467,-
Bolero,Bolero,Latin American Music,Hispanic Music,Regional Music,,,,,,,,468,-
Celtic Folk Music,Celtic Folk Music,European Folk Music,Traditional Folk,Folk,,,,,,,,469,-
Complextro,Complextro,Electro House,EDM,House,,,,,,,,470,-
Cuban Music,Cuban Music,Latin American Music,Hispanic Music,Regional Music,,,,,,,,471,-
Dancehall,Danc3hall,Jamaican Music,Caribbean Music,Regional Music,,,,,,,,472,-
Dark Folk,Dark Folk,Neofolk,Contemporary Folk,Folk,,,,,,,,473,-
Dub Techno,Dub Techno,Minimal Techno,EDM,Techno,,,,,,,,474,-
Dunedin Sound,Dunedin Sound,Indie Rock,Alt Rock,Rock,,,,,,,,475,-
English Folk Music,English Folk Music,European Folk Music,Traditional Folk,Folk,,,,,,,,476,-
Fanfare,Fanfare,European Folk Music,Traditional Folk,Folk,,,,,,,,477,-
Film Score,Film Score,Film Soundtrack,Soundtrack,Descriptor Genres,,,,,,,,478,-
French Folk Music,French Folk Music,European Folk Music,Traditional Folk,Folk,,,,,,,,479,-
Future Bounce,Future Bounce,Future House,EDM,House,,,,,,,,480,-
Ghettotech,Ghettotech,Ghetto House,EDM,House,,,,,,,,481,-
Gumbe,Gumbe,West African Music,African Music,Regional Music,,,,,,,,482,-
Hands Up,Hands Up,Euro-Trance,EDM,Trance,,,,,,,,483,-
Highlife,Highlife,West African Music,African Music,Regional Music,,,,,,,,484,-
Inuit Music,Inuit Music,Native American Music,Traditional Folk,Folk,,,,,,,,485,-
Japanese Hardcore Punk,Japanese Hardcore Punk,Punk Rock,Hardcore Punk,Punk,,,,,,,,486,-
Juke,Juke,Ghetto House,EDM,House,,,,,,,,487,-
Kayōkyoku,Kayōkyoku,Japanese Music,East Asian Music,Regional Music,,,,,,,,488,-
Latin Alternative,Latin Alternative,Latin American Music,Hispanic Music,Regional Music,,,,,,,,489,-
Lo-Fi / Slacker Rock,Lo-Fi / Slacker Rock,Indie Rock,Alt Rock,Rock,,,,,,,,490,-
Makossa,Makossa,Central African Music,African Music,Regional Music,,,,,,,,491,-
Mande Music,Mande Music,West African Music,African Music,Regional Music,,,,,,,,492,-
Melbourne Bounce,Melbourne B0unce,Electro House,EDM,House,,,,,,,,493,-
Mexican Music,Mexican Music,Latin American Music,Hispanic Music,Regional Music,,,,,,,,494,-
Noisecore,N0isecore,Hardcore Punk,Punk Rock,Punk,,,,,,,,495,-
Nu Style Gabber,Nu Style Gabber,Hardcore (EDM),Gabber,EDM,,,,,,,,496,-
Nyahbinghi,Nyahbinghi,Jamaican Music,Caribbean Music,Regional Music,,,,,,,,497,-
Outsider House,Outsider House,Deep House,EDM,House,,,,,,,,498,-
Powerviolence,Powerviolence,Hardcore Punk,Punk Rock,Punk,,,,,,,,499,-
Ragga Jungle,R@gga Jungle,Drum and Bass,EDM,Jungle,,,,,,,,500,-
Reggae,Reggae,Jamaican Music,Caribbean Music,Regional Music,,,,,,,,501,-
Reggaeton,R3ggaeton,Latin American Music,Hispanic Music,Regional Music,,,,,,,,502,-
Rocksteady,R0cksteady,Jamaican Music,Caribbean Music,Regional Music,,,,,,,,503,-
Samba de roda,Samba de roda,Brazilian Music,Samba,Regional Music,,,,,,,,504,-
Samba-canção,Samba-canção,Brazilian Music,Samba,Regional Music,,,,,,,,505,-
Samba-Rock,Samba-R0ck,Brazilian Music,Samba,Regional Music,,,,,,,,506,-
Slowcore,Slowcore,Indie Rock,Alt Rock,Rock,,,,,,,,507,-
Symphony,Symphony,Orchestral,Western Classical,Classical,,,,,,,,508,-
Tizita,Tizita,Northeastern African Music,African Music,Regional Music,,,,,,,,509,-
Tone Poem,Tone Poem,Orchestral,Western Classical,Classical,,,,,,,,510,-
Tropicália,Tropicália,MPB,Brazilian Music,Regional Music,,,,,,,,511,-
Visual kei,Visual kei,Japanese Music,East Asian Music,Regional Music,,,,,,,,512,-
Wolof Music,Wolof Music,West African Music,African Music,Regional Music,,,,,,,,513,-
Yoruba Music,Yoruba Music,West African Music,African Music,Regional Music,,,,,,,,514,-
Brass Band,Brass Band,Fanfare,European Folk Music,Traditional Folk,Folk,,,,,,,515,-
Breton Folk Music,Breton Folk Music,French Folk Music,European Folk Music,Traditional Folk,Folk,,,,,,,516,-
Dub (Reggae),Dub (Reggae),Jamaican Music,Caribbean Music,Reggae,Regional Music,,,,,,,517,-
Footwork,Footwork,Juke,Ghetto House,EDM,House,,,,,,,518,-
Irish Folk Music,Irish Folk Music,Celtic Folk Music,European Folk Music,Traditional Folk,Folk,,,,,,,519,-
Lovers Rock,Lovers R0ck,Reggae,Jamaican Music,Caribbean Music,Regional Music,,,,,,,520,-
Neoperreo,Neoperreo,Reggaeton,Latin American Music,Hispanic Music,Regional Music,,,,,,,521,-
Pop Reggae,P0p Reggae,Jamaican Music,Caribbean Music,Reggae,Regional Music,,,,,,,522,-
Ragga,Ragga,Dancehall,Jamaican Music,Caribbean Music,Regional Music,,,,,,,523,-
Roots Reggae,Roots Reggae,Jamaican Music,Caribbean Music,Reggae,Regional Music,,,,,,,524,-
Son Cubano,Son Cubano,Cuban Music,Latin American Music,Hispanic Music,Regional Music,,,,,,,525,-
Tassu,Tassu,Wolof Music,West African Music,African Music,Regional Music,,,,,,,526,-
Trova,Trova,Cuban Music,Latin American Music,Hispanic Music,Regional Music,,,,,,,527,-
Acid Rock,Acid Rock,Psychedelic Rock,Psych,Rock,Rock,,,,,,,528,-
Afro-Funk,Afro-Funk,R&B,Funk,West African Music,African Music,Regional Music,,,,,,530,-
Afro-Rock,Afro-Rock,Rock,West African Music,African Music,Regional Music,,,,,,,532,-
Afrobeat,Afrobeat,Funk,R&B,Yoruba Music,West African Music,African Music,Regional Music,,,,,535,-
Alt Dance,Alt Dance,Alt Rock,Dance,Rock,Rock,,,,,,,536,-
Amapiano,Amapiano,House,EDM,Southern African Music,African Music,Regional Music,,,,,,539,-
Ambient Dub,Ambient Dub,Electronic,Ambient,,,,,,,,,540,-
American Folk Music,American Folk Music,Traditional Folk,Folk,Regional Music,Folk,,,,,,,542,-
Andalusian Rock,Andalusian Rock,Prog Rock,Folk Rock,Spanish Music,Hispanic Music,Rock,Regional Music,,,,,546,-
Appalachian Folk Music,Appalachian Folk Music,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,547,-
Avant-Prog Rock,Avant-Prog Rock,Experimental Rock,Prog Rock,Rock,,,,,,,,550,-
Baltimore Club,Baltimore Club,Breakbeat,House,EDM,,,,,,,,551,-
Beat Music,Beat Music,Pop Rock,Pop,Rock,,,,,,,,553,-
Big Room,Big Room,Progressive House,Electro House,EDM,House,,,,,,,555,-
Bitpop,Bitpop,Electronic,Pop,,,,,,,,,557,-
Bolero son,Bolero son,Son Cubano,Cuban Music,Latin American Music,Hispanic Music,Bolero,Regional Music,,,,,559,-
Boogie,Boogie,Disco,R&B,Dance,,,,,,,,561,-
Breakbeat Hardcore (EDM),Breakbeat Hardcore (EDM),Breakbeat,Hardcore (EDM),EDM,,,,,,,,563,-
British Dance Band,British Danc3 Band,Jazz,Traditional Pop,Pop,Pop,,,,,,,565,-
British Rhythm & Blues,British Rhythm & Bl~*es,R&B,Rock,Rhythm & Blues,,,,,,,,568,-
Britpop,Britpop,Pop Rock,Alt Rock,Pop,Rock,Pop,,,,,,569,-
Brutal Prog Rock,Brutal Prog Rock,Experimental Rock,Prog Rock,Rock,,,,,,,,573,-
Bubblegum Dance,Bubblegum Dance,Eurodance,EDM,Dance-Pop,Pop,Dance,,,,,,574,-
C86,C86,Indie Pop,Indie Rock,Alt Rock,Pop,Rock,Pop,,,,,576,-
Caribbean Folk Music,Caribbean Folk Music,Caribbean Music,Traditional Folk,Folk,Regional Music,Folk,,,,,,578,-
Chanson à texte,Chanson à texte,Singer/Songwriter,Chanson,Regional Music,,,,,,,,581,-
Christmas Music,Christmas Music,Holiday Music,Descriptor Genres,,,,,,,,,583,-
Comedy Rap,Comedy Rap,Musical Comedy,Hip Hop,Comedy,,,,,,,,585,-
Country Blues,C0untry Blues,American Folk Music,Traditional Folk,Acoustic Blues,Blues,Folk,Regional Music,,,,,587,-
Country Pop,Country Pop,Country,Pop,,,,,,,,,590,-
Bro-Country,Bro-Country,Country Pop,Country,Pop,,,,,,,,592,-
Country Rap,Country Rap,Contemporary Country,Hip Hop,Country,,,,,,,,595,-
Cowpunk,Cowpunk,Punk Rock,Country Rock,Punk,Rock,,,,,,,596,-
Dabke,Dabke,Arabic Music,West Asian Music,Regional Music,,,,,,,,598,-
Afrobeats,Afr0beats,Dance-Pop,Pop,,,,,,,,,600,-
Dance-Punk,Dance-Punk,Post-Punk,Punk,Dance,,,,,,,,601,-
Dark Ambient,Dark Ambient,Post-Industrial,Ambient,Industrial Music,,,,,,,,603,-
Darkside Hardcore,Darkside Hardcore,Breakbeat Hardcore (EDM),Breakbeat,Hardcore (EDM),EDM,,,,,,,605,-
Deconstructed Club,Deconstructed Club,EDM,Post-Industrial,Industrial Music,,,,,,,,608,-
Delta Blues,Delta Blues,Country Blues,American Folk Music,Traditional Folk,Acoustic Blues,Blues,Regional Music,Folk,,,,609,-
Digital Dancehall,Digital Danc3hall,Reggae,Jamaican Music,Caribbean Music,Dancehall,Regional Music,,,,,,611,-
Digital Hardcore (EDM),Digital Hardcore (EDM),Punk,Hardcore (EDM),EDM,,,,,,,,613,-
Drill,Dr~*ll,Gangsta Rap,Hardcore Hip Hop,Trap (Hip Hop),Hip Hop,,,,,,,615,-
Bop,B0p,Pop Rap,Drill,Gangsta Rap,Hardcore Hip Hop,Trap (Hip Hop),Hip Hop,,,,,617,-
Drumstep,Drumstep,Drum and Bass,Brostep,Dubstep,EDM,,,,,,,620,-
EBM,EBM,EDM,Post-Industrial,Industrial Music,,,,,,,,623,-
Electro Swing,Electro Swing,Nu Jazz,EDM,Electronic,,,,,,,,624,-
Electro-Disco,Electro-Disco,EDM,Dance,Disco,,,,,,,,626,-
Electro-Industrial,Electro-Industrial,Post-Industrial,Electronic,Industrial Music,,,,,,,,628,-
Electroacoustic,Electroacoustic,Electronic,Experimental,,,,,,,,,630,-
Electropop,Electropop,Electronic,Pop,,,,,,,,,632,-
Emocore,Emocore,Post-Hardcore,Punk,Emo,,,,,,,,635,-
Entechna,Entechna,Balkan Music,Greek Music,Regional Music,,,,,,,,636,-
Experimental Big Band,Exp~*rimental Big Band,Avant-Garde Jazz,Big Band,Jazz,,,,,,,,638,-
Flamenco Pop,Fl~*menco Pop,Spanish Music,Hispanic Music,Pop,Regional Music,,,,,,,640,-
Folk Pop,Folk Pop,Contemporary Folk,Folk,Pop,,,,,,,,642,-
Freak Folk,Freak Folk,Psychedelic Folk,Contemporary Folk,Folk,Psych,,,,,,,644,-
Freakbeat,Freakbeat,Beat Music,Pop Rock,Garage Rock,Pop,Rock,,,,,,646,-
Free Folk,Free Folk,Psychedelic Folk,Contemporary Folk,Folk,Psych,,,,,,,649,-
Freestyle,Freestyle,EDM,Dance-Pop,Pop,Dance,,,,,,,651,-
Futurepop,Futurepop,Synthpop,EBM,EDM,Post-Industrial,Electronic,Industrial Music,Pop,,,,654,-
Garage Punk,Garage Punk,Garage Rock,Punk Rock,Punk,Rock,,,,,,,657,-
Glitch (Experimental),Glitch (Experimental),Electronic,Experimental,,,,,,,,,660,-
Glitch Pop,Glitch Pop,Electronic,Pop,,,,,,,,,661,-
Gospel,Gospel,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,663,-
Gothic Rock,Gothic Rock,Post-Punk,Rock,Punk,,,,,,,,665,-
Halloween Music,Halloween Music,Holiday Music,Descriptor Genres,,,,,,,,,668,-
Hardcore Breaks,Hardcore Breaks,Breakbeat Hardcore (EDM),Breakbeat,Hardcore (EDM),EDM,,,,,,,669,-
Heavy Psych,Heavy Psych,Hard Rock,Psychedelic Rock,Psych,Rock,,,,,,,671,-
Hi-NRG,Hi-NRG,Electro-Disco,EDM,Dance,Disco,,,,,,,675,-
Hiplife,Hiplife,Highlife,West African Music,Hip Hop,African Music,Regional Music,,,,,,677,-
Hyperpop,Hyperpop,Electronic,Pop,,,,,,,,,678,-
Indeterminacy,Indeterminacy,Experimental,Modern Classical,Classical,,,,,,,,681,-
Indian Pop,Indian Pop,South Asian Music,Pop,Regional Music,,,,,,,,682,-
Industrial (Experimental),Industrial (Experimental),Industrial Music,Experimental,,,,,,,,,684,-
Industrial Metal,Industrial Metal,Post-Industrial,Metal,Industrial Music,,,,,,,,687,-
Industrial Rock,Industrial Rock,Post-Industrial,Industrial Music,Rock,,,,,,,,688,-
Industrial Techno,Industrial Techno,Post-Industrial,EDM,Techno,Industrial Music,,,,,,,690,-
Italo Dance,Italo Dance,Eurodance,EDM,Dance-Pop,Pop,,,,,,,692,-
Italo-Disco,Italo-Disco,Electro-Disco,EDM,Dance,Disco,,,,,,,694,-
Eurobeat,Eurobeat,Italo-Disco,Electro-Disco,EDM,Dance,Disco,,,,,,697,-
Jamaican Ska,Jamaican Ska,Jamaican Music,Caribbean Music,Ska,Regional Music,,,,,,,698,-
Jangle Pop,Jangle Pop,Pop Rock,Alt Rock,Pop,Rock,,,,,,,700,-
Jazz Poetry,Jazz Poetry,Spoken Word,Poetry,Jazz,Descriptor Genres,,,,,,,704,-
Jazz-Funk,Jazz-Funk,R&B,Funk,Jazz,,,,,,,,705,-
Junkanoo,Junkanoo,Caribbean Folk Music,Caribbean Music,Traditional Folk,Folk,Regional Music,,,,,,707,-
Krautrock,Krautrock,Prog Rock,Experimental Rock,Rock,,,,,,,,709,-
Kwaito,Kwaito,House,EDM,Southern African Music,African Music,Regional Music,,,,,,712,-
Latin Disco,Latin Disco,Dance,Latin American Music,Hispanic Music,Disco,Regional Music,,,,,,713,-
Latin Electronic,Latin Electronic,Latin American Music,Hispanic Music,Electronic,Regional Music,,,,,,,715,-
Latin Funk,Latin Funk,R&B,Latin American Music,Hispanic Music,Funk,Regional Music,,,,,,717,-
Latin Jazz,Latin Jazz,Latin American Music,Hispanic Music,Jazz,Regional Music,,,,,,,719,-
Afro-Cuban Jazz,Afro-Cuban Jazz,Latin Jazz,Latin American Music,Hispanic Music,Jazz,Regional Music,,,,,,721,-
Latin Pop,Latin Pop,Latin American Music,Hispanic Music,Pop,Regional Music,,,,,,,723,-
Latin Rock,Latin Rock,Latin American Music,Hispanic Music,Rock,Regional Music,,,,,,,725,-
Merseybeat,Merseybeat,Beat Music,Pop Rock,Pop,Rock,,,,,,,727,-
Metalcore,Metalcore,Hardcore Punk,Punk Rock,Punk,Metal,,,,,,,729,-
Mathcore,Mathcore,Metalcore,Hardcore Punk,Punk Rock,Punk,Metal,,,,,,731,-
Mexican Folk Music,Mexican Folk Music,Traditional Folk,Mexican Music,Latin American Music,Hispanic Music,Folk,Regional Music,,,,,733,-
Microsound,Microsound,Sound Collage,Experimental,Electronic,,,,,,,,735,-
Midwest Emo,Midwest Emo,Indie Rock,Alt Rock,Punk,Emo,Rock,,,,,,737,-
Motown Sound,Motown Sound,Pop Soul,R&B,Soul,Pop,,,,,,,740,-
Murga,Murga,Hispanic Music,Musical Theatre,Regional Music,Regional Music,,,,,,,741,-
Musique concrète,Musique concrète,Electroacoustic,Electronic,Experimental,,,,,,,,743,-
Nashville Sound,Nashville Sound,Country Pop,Country,Pop,,,,,,,,745,-
Nederbeat,Nederbeat,Beat Music,Pop Rock,Pop,Rock,,,,,,,747,-
New Romantic,New Romantic,New Wave,Rock,Pop,,,,,,,,749,-
No Wave,No Wave,Post-Punk,Experimental Rock,Rock,Punk,,,,,,,751,-
Nu-Disco,Nu-Disco,House,EDM,Dance,Disco,,,,,,,754,-
Future Funk,Future F~*nk,Vaporwave,Nu-Disco,House,EDM,Dance,Electronic,Disco,,,,755,-
Nueva canción,Nueva canción,Contemporary Folk,Singer/Songwriter,Folk,,,,,,,,756,-
Nueva canción española,Nueva canción española,Contemporary Folk,Singer/Songwriter,Spanish Music,Hispanic Music,Nueva canción,Folk,Regional Music,,,,758,-
Nueva canción latinoamericana,Nueva canción latinoam~*ricana,Contemporary Folk,Singer/Songwriter,Latin American Music,Hispanic Music,Nueva canción,Folk,Regional Music,,,,761,-
Nueva trova,Nueva trova,Nueva canción latinoamericana,Nueva canción,Contemporary Folk,Folk,Singer/Songwriter,Regional Music,,,,,764,-
Piano Rock,Piano Rock,Pop Rock,Pop,Rock,,,,,,,,768,-
Piedmont Blues,Pi3dmont Blues,Country Blues,American Folk Music,Traditional Folk,Acoustic Blues,Blues,Regional Music,,,,,770,-
Pop Raï,Pop Raï,Arabic Music,North African Music,African Music,Pop,Regional Music,,,,,,773,-
Post-Punk Revival,Post-Punk Revival,Indie Rock,Alt Rock,Post-Punk,Punk,Rock,,,,,,776,-
Power Electronics,Power Electronics,Industrial (Experimental),Industrial Music,Experimental,,,,,,,,777,-
Death Industrial (Experimental),Death Industrial (Experimental),Power Electronics,Industrial (Experimental),Industrial Music,Experimental,Experimental,,,,,,779,-
Power Pop,Power Pop,Pop Rock,Pop,Rock,,,,,,,,781,-
Progressive Breaks,Progressive Breaks,Progressive House,Breakbeat,EDM,House,,,,,,,784,-
Psychedelic Pop,Psychedelic Pop,Pop,Psych,,,,,,,,,785,-
Psychedelic Soul,Psychedelic Soul,R&B,Psych,Soul,,,,,,,,787,-
Psychobilly,Psychobilly,Rockabilly,Rock & Roll,Punk Rock,Punk,Rock,,,,,,789,-
Folk Punk,F0lk Punk,Punk Rock,Punk,,,,,,,,,791,-
Celtic Punk,Celtic Punk,Folk Punk,Punk Rock,Punk,,,,,,,,792,-
Gypsy Punk,Gypsy Punk,Folk Punk,Punk Rock,Punk,,,,,,,,793,-
Horror Punk,Horror Punk,Punk Rock,Punk,,,,,,,,,794,-
Ragtime,Ragtime,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,795,-
Rock Opera,Rock Opera,Rock,Descriptor Genres,,,,,,,,,797,-
Romanian Dance-Pop,Romanian Dance-Pop,EDM,Dance-Pop,Pop,,,,,,,,799,-
Samba Soul,Samba Soul,R&B,Brazilian Music,Samba,Soul,Regional Music,,,,,,802,-
Screamo,Screamo,Emo,Post-Hardcore,Punk,,,,,,,,803,-
Emoviolence,Emoviolence,Powerviolence,Screamo,Hardcore Punk,Post-Hardcore,Punk Rock,Punk,Emo,,,,805,-
Singeli,Singeli,EDM,East African Music,African Music,Regional Music,,,,,,,809,-
Ska Punk,Ska Punk,Third Wave Ska,Punk Rock,Punk,Ska,,,,,,,810,-
Soft Rock,Soft Rock,Pop Rock,Pop,Rock,Pop,,,,,,,812,-
South Asian Classical Music,South Asian Classical Music,South Asian Music,Classical,Regional Music,,,,,,,,814,-
Hindustani Classical Music,Hindustani Classical Music,South Asian Classical Music,South Asian Music,Classical,Regional Music,,,,,,,816,-
Southeast Asian Folk Music,Southeast Asian Folk Music,Traditional Folk,Southeast Asian Music,Folk,Regional Music,,,,,,,818,-
Space Disco,Space Disco,Electro-Disco,EDM,Dance,Disco,,,,,,,821,-
Space Rock,Space Rock,Psychedelic Rock,Psych,Rock,,,,,,,,822,-
Spanish Folk Music,Spanish Folk Music,Traditional Folk,European Folk Music,Spanish Music,Folk,Regional Music,,,,,,825,-
Spirituals,Spirituals,American Folk Music,Traditional Folk,Folk,Regional Music,,,,,,,826,-
Surf Punk,Surf Punk,Punk Rock,Surf,Rock,Punk,,,,,,,828,-
Synth Punk,Synth Punk,Electronic,Punk,,,,,,,,,831,-
Tech House,Tech House,Techno,EDM,House,,,,,,,,832,-
Traditional Black Gospel,Traditional Black Gospel,American Folk Music,Traditional Folk,Gospel,Folk,Regional Music,,,,,,834,-
Traditional Country,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,,836,-
Country Boogie,Country B00gie,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,839,-
Country Gospel,Country Gospel,Traditional Country,American Folk Music,Traditional Folk,Gospel,Folk,Country,Regional Music,,,,842,-
Close Harmony,Close Harmony,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,847,-
Cowboy,Cowboy,Traditional Country,American Folk Music,Traditional Folk,Folk,Country,Regional Music,,,,,850,-
Acoustic Texas Blues,Acoustic Texas Blues,Country Blues,American Folk Music,Traditional Folk,Acoustic Blues,Folk,Blues,Regional Music,,,,853,-
Molam,Molam,Traditional Folk,Southeast Asian Folk Music,Southeast Asian Music,Folk,Regional Music,,,,,,856,-
Trap Metal,Trap M3tal,Trap (Hip Hop),Hardcore Hip Hop,Hip Hop,,,,,,,,858,-
UK Drill,UK Dr~*ll,Gangsta Rap,Hardcore Hip Hop,Trap (Hip Hop),Drill,Hip Hop,,,,,,860,-
Flamenco,Flamenco,Traditional Folk,Spanish Folk Music,Spanish Music,Hispanic Music,European Folk Music,Folk,Regional Music,,,,862,-
Flamenco nuevo,Flamenco nuevo,Traditional Folk,Spanish Folk Music,Spanish Music,Hispanic Music,European Folk Music,Folk,Regional Music,Flamenco,,,865,-
Vocal Surf,Vocal Surf,Pop Rock,Surf,Pop,Rock,,,,,,,866,-
Yacht Rock,Yacht Rock,Pop Rock,Pop,Rock,,,,,,,,869,-
